2025-05-14 09:07:21.639 | SUCCESS  | utils.logging:69 | Sistema de logging inicializado com sucesso!
2025-05-27 15:44:26.021 | INFO     | ocr.document_processor:247 | Docling extraiu texto com sucesso: 944 caracteres, 35 linhas
2025-05-27 15:44:26.022 | INFO     | ocr.document_processor:261 | Detectadas 7 tags de imagem | ID: ea25d0
2025-05-27 15:44:26.022 | INFO     | ocr.document_processor:265 | Direcionando para Azure devido à Alta quantidade de áreas não extraídas (7 tags de imagem)
2025-05-27 15:44:26.022 | WARNING  | utils.document_logging:64 | ⚠️ FALLBACK | ID: ea25d0 | Documento: CNH-e.pdf | De: Docling → Para: Azure | Motivo: Alta quantidade de áreas não extraídas (7 tags de imagem)
2025-05-27 15:44:26.022 | WARNING  | utils.document_logging:35 | 🔵 AZURE API | ID: ea25d0 | Documento: CNH-e.pdf  | Serviço: Document Intelligence 
2025-05-27 15:44:26.022 | INFO     | ocr.document_processor:642 | Iniciando extração com Azure | ID: ea25d0
2025-05-27 15:44:26.024 | INFO     | utils.azure_tracker:208 | 🔵 AZURE prebuilt-layout | sucesso | document_intelligence | Doc: ea25d0 | 1 página(s) | 0.28MB | $0.0050
2025-05-27 15:44:26.028 | INFO     | logging:1706 | Request URL: 'https://back-to-back-lear.cognitiveservices.azure.com//documentintelligence/documentModels/prebuilt-layout:analyze?api-version=REDACTED'
Request method: 'POST'
Request headers:
    'Content-Length': '290843'
    'content-type': 'application/octet-stream'
    'Accept': 'application/json'
    'x-ms-client-request-id': 'fef3bcbe-3b32-11f0-bc18-0a263fac6c95'
    'User-Agent': 'azsdk-python-ai-documentintelligence/1.0.2 Python/3.11.12 (macOS-15.5-arm64-arm-64bit)'
    'Ocp-Apim-Subscription-Key': 'REDACTED'
A body is sent with the request
2025-05-27 15:44:28.074 | INFO     | logging:1706 | Response status: 202
Response headers:
    'Content-Length': '0'
    'Operation-Location': 'REDACTED'
    'x-envoy-upstream-service-time': 'REDACTED'
    'apim-request-id': 'REDACTED'
    'Strict-Transport-Security': 'REDACTED'
    'x-content-type-options': 'REDACTED'
    'x-ms-region': 'REDACTED'
    'Date': 'Tue, 27 May 2025 19:44:27 GMT'
2025-05-27 15:44:28.075 | INFO     | logging:1706 | Request URL: 'https://back-to-back-lear.cognitiveservices.azure.com/documentintelligence/documentModels/prebuilt-layout/analyzeResults/b7228316-960f-47e2-9561-5c152392315f?api-version=REDACTED'
Request method: 'GET'
Request headers:
    'x-ms-client-request-id': 'fef3bcbe-3b32-11f0-bc18-0a263fac6c95'
    'User-Agent': 'azsdk-python-ai-documentintelligence/1.0.2 Python/3.11.12 (macOS-15.5-arm64-arm-64bit)'
    'Ocp-Apim-Subscription-Key': 'REDACTED'
No body was attached to the request
2025-05-27 15:44:28.330 | INFO     | logging:1706 | Response status: 200
Response headers:
    'Content-Length': '106'
    'Content-Type': 'application/json; charset=utf-8'
    'retry-after': '1'
    'x-envoy-upstream-service-time': 'REDACTED'
    'apim-request-id': 'REDACTED'
    'Strict-Transport-Security': 'REDACTED'
    'x-content-type-options': 'REDACTED'
    'x-ms-region': 'REDACTED'
    'Date': 'Tue, 27 May 2025 19:44:28 GMT'
2025-05-27 15:44:29.336 | INFO     | logging:1706 | Request URL: 'https://back-to-back-lear.cognitiveservices.azure.com/documentintelligence/documentModels/prebuilt-layout/analyzeResults/b7228316-960f-47e2-9561-5c152392315f?api-version=REDACTED'
Request method: 'GET'
Request headers:
    'x-ms-client-request-id': 'fef3bcbe-3b32-11f0-bc18-0a263fac6c95'
    'User-Agent': 'azsdk-python-ai-documentintelligence/1.0.2 Python/3.11.12 (macOS-15.5-arm64-arm-64bit)'
    'Ocp-Apim-Subscription-Key': 'REDACTED'
No body was attached to the request
2025-05-27 15:44:29.572 | INFO     | logging:1706 | Response status: 200
Response headers:
    'Content-Length': '106'
    'Content-Type': 'application/json; charset=utf-8'
    'retry-after': '1'
    'x-envoy-upstream-service-time': 'REDACTED'
    'apim-request-id': 'REDACTED'
    'Strict-Transport-Security': 'REDACTED'
    'x-content-type-options': 'REDACTED'
    'x-ms-region': 'REDACTED'
    'Date': 'Tue, 27 May 2025 19:44:29 GMT'
2025-05-27 15:44:30.575 | INFO     | logging:1706 | Request URL: 'https://back-to-back-lear.cognitiveservices.azure.com/documentintelligence/documentModels/prebuilt-layout/analyzeResults/b7228316-960f-47e2-9561-5c152392315f?api-version=REDACTED'
Request method: 'GET'
Request headers:
    'x-ms-client-request-id': 'fef3bcbe-3b32-11f0-bc18-0a263fac6c95'
    'User-Agent': 'azsdk-python-ai-documentintelligence/1.0.2 Python/3.11.12 (macOS-15.5-arm64-arm-64bit)'
    'Ocp-Apim-Subscription-Key': 'REDACTED'
No body was attached to the request
2025-05-27 15:44:31.269 | INFO     | logging:1706 | Response status: 200
Response headers:
    'Content-Length': '96607'
    'Content-Type': 'application/json; charset=utf-8'
    'x-envoy-upstream-service-time': 'REDACTED'
    'apim-request-id': 'REDACTED'
    'Strict-Transport-Security': 'REDACTED'
    'x-content-type-options': 'REDACTED'
    'x-ms-region': 'REDACTED'
    'Date': 'Tue, 27 May 2025 19:44:30 GMT'
2025-05-27 15:44:31.334 | INFO     | utils.document_logging:47 | 🔵 EXTRAÇÃO AZURE | ID: ea25d0 | Documento: tmp8ry8wrj3.pdf | Caracteres: 2304 | Linhas: 93 
2025-05-27 15:44:31.334 | INFO     | ocr.document_processor:700 | Extração Azure concluída | ID: ea25d0 | Tempo: 5.312s | Páginas: 1 | Caracteres: 2304
2025-05-27 15:44:31.336 | INFO     | ocr.document_processor:517 | Análise de qualidade do texto | ID: ea25d0-azure | Qualidade: 0.84
2025-05-27 15:44:31.336 | INFO     | ocr.document_processor:362 | Azure extraiu 2304 caracteres em 5.312s (qualidade: 0.84) | ID: ea25d0
2025-05-27 15:44:31.336 | INFO     | utils.document_logging:56 | 🔵 QUALIDADE AZURE | ID: ea25d0 | Documento: CNH-e.pdf | Score: 0.84 | Métricas: {"caracteres": 2304, "linhas": 93, "tempo_processamento": "5.312s"}
2025-05-27 15:44:31.336 | INFO     | ocr.document_processor:374 | Usando resultado do Azure | ID: ea25d0
2025-05-27 15:44:31.336 | INFO     | utils.document_logging:47 | 🔵 EXTRAÇÃO AZURE | ID: ea25d0 | Documento: CNH-e.pdf | Caracteres: 2304 | Linhas: 93 | Qualidade: 0.84
2025-05-27 15:44:31.338 | INFO     | ocr.document_processor:406 | Extração concluída em 27.924s | ID: ea25d0
2025-05-27 15:44:31.338 | INFO     | utils.document_logging:73 | 🔵 PROCESSAMENTO CONCLUÍDO | ID: ea25d0 | Documento: CNH-e.pdf | Método: Azure | Tempo: 27.924s | Estatísticas: {"tempo_total": "27.924s", "tamanho_arquivo": "284.0KB", "tipo_documento": "pdf", "qualidade_detectada": "0.75", "texto_extraido_chars": 2303, "texto_extraido_linhas": 92, "metodo_principal": "Azure"}
2025-05-27 15:44:31.339 | ERROR    | utils.document_logging:82 | ❌ ERRO | ID: f0a181 | Documento: CNH-e.pdf  | Tipo de documento 'string' não reconhecido
2025-05-27 15:44:31.340 | INFO     | logging:1706 | 127.0.0.1:51354 - "POST /api/v1/extract HTTP/1.1" 400
2025-05-27 15:45:02.426 | INFO     | utils.document_logging:89 | 🌐 API POST | Endpoint: /extract | ID: aeba7e | Documento: CNH-e.pdf
2025-05-27 15:45:02.427 | INFO     | utils.document_logging:20 | 🔄 INÍCIO PROCESSAMENTO | ID: aeba7e | Documento: CNH-e.pdf 
2025-05-27 15:45:02.427 | INFO     | utils.document_logging:20 | 🔄 INÍCIO PROCESSAMENTO | ID: ca4f84 | Documento: CNH-e.pdf | Tipo: pdf
2025-05-27 15:45:02.427 | INFO     | ocr.document_processor:155 | Iniciando extração de texto | ID: ca4f84 | Arquivo: CNH-e.pdf | Tamanho: 284.0KB
2025-05-27 15:45:02.427 | INFO     | ocr.document_processor:534 | Analisando documento | ID: 4355c1 | Extensão: pdf | Tamanho: 284.0KB
2025-05-27 15:45:02.429 | INFO     | ocr.document_processor:564 | PDF com camada de texto detectado | ID: 4355c1 | Qualidade: 0.75
2025-05-27 15:45:02.430 | INFO     | ocr.document_processor:623 | Documento analisado em 0.002s | ID: 4355c1 | Tipo: pdf | Qualidade: 0.75
2025-05-27 15:45:02.430 | INFO     | utils.document_logging:27 | 🟢 DOCLING LOCAL | ID: ca4f84 | Documento: CNH-e.pdf | Tipo: pdf | Modelo: Docling Converter
2025-05-27 15:45:02.430 | INFO     | ocr.document_processor:207 | Iniciando conversão com Docling | ID: ca4f84
2025-05-27 15:45:02.434 | INFO     | logging:1706 | Going to convert document batch...
2025-05-27 15:45:02.434 | INFO     | logging:1706 | Processing document tmpl6yrmj9e.pdf
2025-05-27 15:45:06.690 | INFO     | logging:1706 | Finished converting document tmpl6yrmj9e.pdf in 4.26 sec.
2025-05-27 15:45:06.695 | INFO     | ocr.document_processor:247 | Docling extraiu texto com sucesso: 944 caracteres, 35 linhas
2025-05-27 15:45:06.695 | INFO     | ocr.document_processor:261 | Detectadas 7 tags de imagem | ID: ca4f84
2025-05-27 15:45:06.695 | INFO     | ocr.document_processor:265 | Direcionando para Azure devido à Alta quantidade de áreas não extraídas (7 tags de imagem)
2025-05-27 15:45:06.695 | WARNING  | utils.document_logging:64 | ⚠️ FALLBACK | ID: ca4f84 | Documento: CNH-e.pdf | De: Docling → Para: Azure | Motivo: Alta quantidade de áreas não extraídas (7 tags de imagem)
2025-05-27 15:45:06.695 | WARNING  | utils.document_logging:35 | 🔵 AZURE API | ID: ca4f84 | Documento: CNH-e.pdf  | Serviço: Document Intelligence 
2025-05-27 15:45:06.696 | INFO     | ocr.document_processor:642 | Iniciando extração com Azure | ID: ca4f84
2025-05-27 15:45:06.698 | INFO     | utils.azure_tracker:208 | 🔵 AZURE prebuilt-layout | sucesso | document_intelligence | Doc: ca4f84 | 1 página(s) | 0.28MB | $0.0050
2025-05-27 15:45:06.699 | INFO     | logging:1706 | Request URL: 'https://back-to-back-lear.cognitiveservices.azure.com//documentintelligence/documentModels/prebuilt-layout:analyze?api-version=REDACTED'
Request method: 'POST'
Request headers:
    'Content-Length': '290843'
    'content-type': 'application/octet-stream'
    'Accept': 'application/json'
    'x-ms-client-request-id': '1731bcc2-3b33-11f0-bc18-0a263fac6c95'
    'User-Agent': 'azsdk-python-ai-documentintelligence/1.0.2 Python/3.11.12 (macOS-15.5-arm64-arm-64bit)'
    'Ocp-Apim-Subscription-Key': 'REDACTED'
A body is sent with the request
2025-05-27 15:45:08.372 | INFO     | logging:1706 | Response status: 202
Response headers:
    'Content-Length': '0'
    'Operation-Location': 'REDACTED'
    'x-envoy-upstream-service-time': 'REDACTED'
    'apim-request-id': 'REDACTED'
    'Strict-Transport-Security': 'REDACTED'
    'x-content-type-options': 'REDACTED'
    'x-ms-region': 'REDACTED'
    'Date': 'Tue, 27 May 2025 19:45:07 GMT'
2025-05-27 15:45:08.373 | INFO     | logging:1706 | Request URL: 'https://back-to-back-lear.cognitiveservices.azure.com/documentintelligence/documentModels/prebuilt-layout/analyzeResults/e0cd5cf1-f5e3-432b-a187-f718c1605cb4?api-version=REDACTED'
Request method: 'GET'
Request headers:
    'x-ms-client-request-id': '1731bcc2-3b33-11f0-bc18-0a263fac6c95'
    'User-Agent': 'azsdk-python-ai-documentintelligence/1.0.2 Python/3.11.12 (macOS-15.5-arm64-arm-64bit)'
    'Ocp-Apim-Subscription-Key': 'REDACTED'
No body was attached to the request
2025-05-27 15:45:08.715 | INFO     | logging:1706 | Response status: 200
Response headers:
    'Content-Length': '106'
    'Content-Type': 'application/json; charset=utf-8'
    'retry-after': '1'
    'x-envoy-upstream-service-time': 'REDACTED'
    'apim-request-id': 'REDACTED'
    'Strict-Transport-Security': 'REDACTED'
    'x-content-type-options': 'REDACTED'
    'x-ms-region': 'REDACTED'
    'Date': 'Tue, 27 May 2025 19:45:07 GMT'
2025-05-27 15:45:09.719 | INFO     | logging:1706 | Request URL: 'https://back-to-back-lear.cognitiveservices.azure.com/documentintelligence/documentModels/prebuilt-layout/analyzeResults/e0cd5cf1-f5e3-432b-a187-f718c1605cb4?api-version=REDACTED'
Request method: 'GET'
Request headers:
    'x-ms-client-request-id': '1731bcc2-3b33-11f0-bc18-0a263fac6c95'
    'User-Agent': 'azsdk-python-ai-documentintelligence/1.0.2 Python/3.11.12 (macOS-15.5-arm64-arm-64bit)'
    'Ocp-Apim-Subscription-Key': 'REDACTED'
No body was attached to the request
2025-05-27 15:45:09.959 | INFO     | logging:1706 | Response status: 200
Response headers:
    'Content-Length': '106'
    'Content-Type': 'application/json; charset=utf-8'
    'retry-after': '1'
    'x-envoy-upstream-service-time': 'REDACTED'
    'apim-request-id': 'REDACTED'
    'Strict-Transport-Security': 'REDACTED'
    'x-content-type-options': 'REDACTED'
    'x-ms-region': 'REDACTED'
    'Date': 'Tue, 27 May 2025 19:45:10 GMT'
2025-05-27 15:45:10.964 | INFO     | logging:1706 | Request URL: 'https://back-to-back-lear.cognitiveservices.azure.com/documentintelligence/documentModels/prebuilt-layout/analyzeResults/e0cd5cf1-f5e3-432b-a187-f718c1605cb4?api-version=REDACTED'
Request method: 'GET'
Request headers:
    'x-ms-client-request-id': '1731bcc2-3b33-11f0-bc18-0a263fac6c95'
    'User-Agent': 'azsdk-python-ai-documentintelligence/1.0.2 Python/3.11.12 (macOS-15.5-arm64-arm-64bit)'
    'Ocp-Apim-Subscription-Key': 'REDACTED'
No body was attached to the request
2025-05-27 15:45:11.453 | INFO     | logging:1706 | Response status: 200
Response headers:
    'Content-Length': '96607'
    'Content-Type': 'application/json; charset=utf-8'
    'x-envoy-upstream-service-time': 'REDACTED'
    'apim-request-id': 'REDACTED'
    'Strict-Transport-Security': 'REDACTED'
    'x-content-type-options': 'REDACTED'
    'x-ms-region': 'REDACTED'
    'Date': 'Tue, 27 May 2025 19:45:11 GMT'
2025-05-27 15:45:11.512 | INFO     | utils.document_logging:47 | 🔵 EXTRAÇÃO AZURE | ID: ca4f84 | Documento: tmpl6yrmj9e.pdf | Caracteres: 2304 | Linhas: 93 
2025-05-27 15:45:11.512 | INFO     | ocr.document_processor:700 | Extração Azure concluída | ID: ca4f84 | Tempo: 4.816s | Páginas: 1 | Caracteres: 2304
2025-05-27 15:45:11.513 | INFO     | ocr.document_processor:517 | Análise de qualidade do texto | ID: ca4f84-azure | Qualidade: 0.84
2025-05-27 15:45:11.514 | INFO     | ocr.document_processor:362 | Azure extraiu 2304 caracteres em 4.817s (qualidade: 0.84) | ID: ca4f84
2025-05-27 15:45:11.514 | INFO     | utils.document_logging:56 | 🔵 QUALIDADE AZURE | ID: ca4f84 | Documento: CNH-e.pdf | Score: 0.84 | Métricas: {"caracteres": 2304, "linhas": 93, "tempo_processamento": "4.817s"}
2025-05-27 15:45:11.514 | INFO     | ocr.document_processor:374 | Usando resultado do Azure | ID: ca4f84
2025-05-27 15:45:11.514 | INFO     | utils.document_logging:47 | 🔵 EXTRAÇÃO AZURE | ID: ca4f84 | Documento: CNH-e.pdf | Caracteres: 2304 | Linhas: 93 | Qualidade: 0.84
2025-05-27 15:45:11.514 | INFO     | ocr.document_processor:406 | Extração concluída em 9.087s | ID: ca4f84
2025-05-27 15:45:11.514 | INFO     | utils.document_logging:73 | 🔵 PROCESSAMENTO CONCLUÍDO | ID: ca4f84 | Documento: CNH-e.pdf | Método: Azure | Tempo: 9.087s | Estatísticas: {"tempo_total": "9.087s", "tamanho_arquivo": "284.0KB", "tipo_documento": "pdf", "qualidade_detectada": "0.75", "texto_extraido_chars": 2303, "texto_extraido_linhas": 92, "metodo_principal": "Azure"}
2025-05-27 15:45:11.517 | INFO     | classification.classifier:215 | Classificando documento...
2025-05-27 15:45:11.517 | INFO     | utils.document_logging:20 | 🔄 INÍCIO PROCESSAMENTO | ID: 4026f8 | Documento: documento-4026f8 | Tipo: Classificação
2025-05-27 15:45:11.570 | INFO     | utils.document_logging:97 | 🏷️ CLASSIFICAÇÃO | ID: 4026f8 | Documento: documento-4026f8 | Tipo: Em andamento...  
2025-05-27 15:45:12.322 | INFO     | logging:1706 | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-05-27 15:45:12.333 | INFO     | utils.llm_tracker:267 | 🟢 LLM gpt-4.1-mini | sucesso | 1315 in | 2 out | Custo: $0.0396 | Doc: documento-4026f8 (4026f8)
2025-05-27 15:45:12.336 | SUCCESS  | classification.classifier:281 | Documento classificado como: CNH em 0.818s
2025-05-27 15:45:12.337 | INFO     | utils.document_logging:97 | 🏷️ CLASSIFICAÇÃO | ID: 4026f8 | Documento: documento-4026f8 | Tipo: CNH | Confiança: 0.95 | Tempo: 0.818s
2025-05-27 15:45:12.337 | INFO     | utils.document_logging:97 | 🏷️ CLASSIFICAÇÃO | ID: aeba7e | Documento: CNH-e.pdf | Tipo: CNH  | Tempo: 0.821s
2025-05-27 15:45:12.478 | INFO     | logging:1706 | Extracting data from CNH...
2025-05-27 15:45:16.513 | INFO     | logging:1706 | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2025-05-27 15:45:16.540 | INFO     | logging:1706 | Successfully extracted data from CNH
2025-05-27 15:45:16.540 | INFO     | utils.document_logging:47 | 📄 EXTRAÇÃO EXTRACTOR | ID: aeba7e | Documento: CNH-e.pdf | Caracteres: 2303 | Linhas: 92 
2025-05-27 15:45:19.962 | INFO     | logging:1706 | HTTP Request: POST https://api.openai.com/v1/embeddings "HTTP/1.1 200 OK"
2025-05-27 15:45:19.966 | INFO     | api.routes:300 | Documento armazenado com ID: 3732bbc7-3946-4c0b-b647-c744a212b3b9
2025-05-27 15:45:19.966 | INFO     | utils.document_logging:73 | ✅ PROCESSAMENTO CONCLUÍDO | ID: aeba7e | Documento: CNH-e.pdf | Método: CNH | Tempo: 17.539s | Estatísticas: {"document_type": "CNH", "extraction_fields": 13, "storage_id": "3732bbc7-3946-4c0b-b647-c744a212b3b9", "text_length": 2303}
2025-05-27 15:45:19.966 | SUCCESS  | api.routes:325 | Documento processado com sucesso em 0:00:17.539335
2025-05-27 15:45:19.967 | INFO     | logging:1706 | 127.0.0.1:51363 - "POST /api/v1/extract HTTP/1.1" 200
